chr,start,end,name,signalValue ,pValue ,qValue,peak,ann_start,ann_end,gene,product
U00096.3,2416529,2416836,NA_peak_592,1.20298,5.50568,4.01259,164,2414747,2416891,gene=pta,product=phosphate acetyltransferase
U00096.3,2428456,2428604,NA_peak_593,1.14102,3.06003,1.98091,138,2428057,2428626,gene=ubiX,product=flavin prenyltransferase
U00096.3,2430020,2430212,NA_peak_594,1.30266,10.0544,7.96405,120,2428721,2430238,gene=purF,product=amidophosphoribosyltransferase
U00096.3,2431305,2431520,NA_peak_595,1.30648,10.5852,8.44302,124,2431022,2431684,gene=dedD,product=cell division protein DedD
U00096.3,2431656,2431823,NA_peak_596,1.20466,5.48089,3.9913,29,2431022,2431684,gene=dedD,product=cell division protein DedD
U00096.3,2431656,2431823,NA_peak_596,1.20466,5.48089,3.9913,29,2431674,2432942,gene=folC,product=bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase
U00096.3,2433083,2433383,NA_peak_597,1.15979,4.19151,2.9152,264,2433012,2433926,gene=accD,product=acetyl-CoA carboxyltransferase subunit beta
U00096.3,2439075,2439400,NA_peak_598,1.29638,10.4784,8.34664,223,2438942,2440120,gene=yfcJ,product=putative transporter YfcJ
U00096.3,2440798,2440981,NA_peak_599,1.20829,6.15611,4.56149,77,2440385,2441605,gene=fabB,product=3-oxoacyl-[acyl carrier protein] synthase 1
U00096.3,2441055,2441386,NA_peak_600,1.23591,8.00237,6.14438,187,2440385,2441605,gene=fabB,product=3-oxoacyl-[acyl carrier protein] synthase 1
U00096.3,2442344,2442660,NA_peak_601,1.20998,5.77896,4.24341,193,2441764,2443770,gene=mnmC,product=fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase
U00096.3,2443628,2443797,NA_peak_602,1.21455,5.69222,4.16984,49,2441764,2443770,gene=mnmC,product=fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase
U00096.3,2445974,2446305,NA_peak_603,1.19357,5.00164,3.58975,254,2445560,2446384,gene=mepA,product=peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase
U00096.3,2446642,2446844,NA_peak_604,1.31548,11.6869,9.44873,94,2446388,2447473,gene=aroC,product=chorismate synthase
U00096.3,2453016,2453163,NA_peak_605,1.21972,5.8893,4.33553,88,2451584,2452336,gene=yfcS,product=putative fimbrial chaperone YfcS
U00096.3,2456619,2456767,NA_peak_606,1.2676,8.15024,6.27353,87,2456327,2456812,gene=sixA,product=phosphohistidine phosphatase SixA
U00096.3,2459421,2459664,NA_peak_607,1.22982,6.46787,4.82492,105,2459159,2460469,gene=fadI,product=3-ketoacyl-CoA thiolase FadI
U00096.3,2497433,2497637,NA_peak_608,1.11897,2.4769,1.50514,200,2497057,2498295,gene=alaC,product=glutamate--pyruvate aminotransferase AlaC
U00096.3,2503206,2503447,NA_peak_609,1.11964,2.52512,1.54459,182,2501990,2504485,gene=fryA,product=putative PTS multiphosphoryl transfer protein FryA
U00096.3,2503956,2504286,NA_peak_610,1.23029,7.15309,5.40932,233,2501990,2504485,gene=fryA,product=putative PTS multiphosphoryl transfer protein FryA
U00096.3,2506979,2507199,NA_peak_611,1.14838,3.47907,2.32551,153,2506647,2507894,gene=fryC,product=putative PTS enzyme IIC component FryC
U00096.3,2509912,2510089,NA_peak_612,1.22399,6.07129,4.48901,61,2509630,2510886,gene=yfeO,product=putative transport protein YfeO
U00096.3,2511821,2511997,NA_peak_613,1.20319,5.43126,3.95003,37,2511468,2512706,gene=mntH,product=Mn(2(+))/Fe(2(+)): H(+) symporter MntH
U00096.3,2519510,2519678,NA_peak_614,1.15901,3.49979,2.34218,36,2519257,2520672,gene=gltX,product=glutamate--tRNA ligase
U00096.3,2526110,2526280,NA_peak_615,1.20455,5.32608,3.86171,138,2525930,2526856,gene=yfeR,product=putative DNA-binding transcriptional regulator YfeR
U00096.3,2526451,2526691,NA_peak_616,1.14528,3.17218,2.07274,182,2525930,2526856,gene=yfeR,product=putative DNA-binding transcriptional regulator YfeR
U00096.3,2527190,2527364,NA_peak_617,1.22741,6.25609,4.64558,71,2526946,2527944,gene=yfeH,product=putative solute:Na(+) symporter
U00096.3,2528211,2528598,NA_peak_618,1.23293,7.10222,5.3661,127,2528161,2530176,gene=ligA,product=DNA ligase
U00096.3,2528881,2529375,NA_peak_619,1.2102,5.99098,4.42143,283,2528161,2530176,gene=ligA,product=DNA ligase
U00096.3,2530684,2531099,NA_peak_620,1.32373,15.5231,13.0401,186,2530247,2531233,gene=zipA,product=cell division protein ZipA
U00096.3,2532464,2532759,NA_peak_621,1.33408,12.3633,10.0741,154,2532409,2533380,gene=cysK,product=cysteine synthase A
U00096.3,2537000,2537163,NA_peak_622,1.19834,4.93873,3.5361,94,2536386,2537237,gene=pdxK,product=pyridoxine/pyridoxal/pyridoxamine kinase
U00096.3,2539191,2539371,NA_peak_623,1.29482,10.0807,7.98795,102,2538672,2539583,gene=cysM,product=cysteine synthase B
U00096.3,2539722,2540003,NA_peak_624,1.27271,8.83546,6.8763,135,2539717,2540814,gene=cysA,product=sulfate/thiosulfate ABC transporter ATP binding subunit
U00096.3,2540075,2540685,NA_peak_625,1.38801,16.5361,14.0054,368,2539717,2540814,gene=cysA,product=sulfate/thiosulfate ABC transporter ATP binding subunit
U00096.3,2540969,2541321,NA_peak_626,1.39746,16.6215,14.0875,137,2540804,2541679,gene=cysW,product=sulfate/thiosulfate ABC transporter inner membrane subunit CysW
U00096.3,2541446,2541665,NA_peak_627,1.22232,6.07708,4.49402,137,2540804,2541679,gene=cysW,product=sulfate/thiosulfate ABC transporter inner membrane subunit CysW
U00096.3,2542198,2542553,NA_peak_628,1.22396,6.87737,5.17398,78,2541679,2542512,gene=cysU,product=sulfate/thiosulfate ABC transporter inner membrane subunit CysU
U00096.3,2542198,2542553,NA_peak_628,1.22396,6.87737,5.17398,78,2542512,2543528,gene=cysP,product=thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
U00096.3,2542911,2543195,NA_peak_629,1.20801,5.65028,4.1339,96,2542512,2543528,gene=cysP,product=thiosulfate/sulfate ABC transporter periplasmic binding protein CysP
U00096.3,2549716,2549959,NA_peak_630,1.24582,7.41386,5.63371,35,2549646,2550545,gene=yfeX,product=porphyrinogen peroxidase
U00096.3,2550074,2550225,NA_peak_631,1.22737,6.36605,4.73896,47,2549646,2550545,gene=yfeX,product=porphyrinogen peroxidase
U00096.3,2555388,2555682,NA_peak_632,1.197,6.11065,4.5228,200,2555228,2555728,gene=eutK,product=putative structural protein%2C ethanolamine utilization microcompartment
U00096.3,2556097,2556341,NA_peak_633,1.24907,7.46887,5.68016,109,2555741,2556400,gene=eutL,product=putative structural protein%2C ethanolamine utilization microcompartment
U00096.3,2556956,2557183,NA_peak_634,1.33806,12.5618,10.2584,94,2556410,2557297,gene=eutC,product=ethanolamine ammonia-lyase subunit beta
U00096.3,2565749,2566199,NA_peak_635,1.32012,11.6455,9.41024,259,2565481,2566884,gene=eutA,product=ethanolamine ammonia-lyase reactivase EutA
U00096.3,2566929,2567164,NA_peak_636,1.19993,5.21841,3.77088,122,2566881,2568107,gene=eutH,product=putative ethanolamine permease EutH
U00096.3,2568724,2569401,NA_peak_637,1.24399,8.27644,6.38377,114,2568324,2569511,gene=eutG,product=putative alcohol dehydrogenase EutG
U00096.3,2570400,2570888,NA_peak_638,1.2647,8.96075,6.98786,288,2570348,2571751,gene=eutE,product=acetaldehyde dehydrogenase (acetylating) EutE
U00096.3,2572568,2573186,NA_peak_639,1.26886,9.36635,7.34932,387,2572489,2573505,gene=eutD,product=phosphate acetyltransferase EutD
U00096.3,2573706,2573966,NA_peak_640,1.17483,4.86673,3.47646,63,2573502,2574305,gene=eutT,product=putative ethanolamine utilization cobalamin adenosyltransferase
U00096.3,2577058,2577238,NA_peak_641,1.20746,5.53927,4.04064,138,2576098,2578377,gene=maeB,product=malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))
U00096.3,2580805,2581202,NA_peak_642,1.24664,7.5293,5.73193,179,2579636,2581639,gene=tktB,product=transketolase 2
U00096.3,2583750,2584161,NA_peak_643,1.15706,3.77966,2.57459,81,2583546,2585525,gene=aegA,product=putative oxidoreductase AegA
U00096.3,2584917,2585205,NA_peak_644,1.30111,10.7113,8.55745,136,2583546,2585525,gene=aegA,product=putative oxidoreductase AegA
U00096.3,2590138,2590362,NA_peak_645,1.169,4.46629,3.14256,104,2587595,2590708,gene=acrD,product=multidrug efflux pump RND permease AcrD
U00096.3,2591763,2591942,NA_peak_646,1.23268,6.73018,5.04805,52,2591607,2592734,gene=dapE,product=succinyl-diaminopimelate desuccinylase
U00096.3,2593258,2593585,NA_peak_647,1.10957,2.23746,1.30995,185,2593072,2593770,gene=ypfH,product=esterase YpfH
U00096.3,2593947,2594334,NA_peak_648,1.20175,5.47261,3.98429,272,2593844,2595859,gene=tmcA,product=tRNA(Met) cytidine acetyltransferase
U00096.3,2595011,2595365,NA_peak_649,1.13253,3.04695,1.97007,234,2593844,2595859,gene=tmcA,product=tRNA(Met) cytidine acetyltransferase
U00096.3,2595988,2596149,NA_peak_650,1.14732,3.51941,2.35855,134,2595874,2596737,gene=ypfJ,product=uncharacterized protein YpfJ
U00096.3,2598010,2598277,NA_peak_651,1.35241,13.2741,10.9241,157,2597831,2598865,gene=bamC,product=outer membrane protein assembly factor BamC
U00096.3,2598525,2598701,NA_peak_652,1.27931,9.31559,7.30465,99,2597831,2598865,gene=bamC,product=outer membrane protein assembly factor BamC
U00096.3,2601314,2601686,NA_peak_653,1.26894,8.21577,6.33125,78,2601201,2601818,gene=hyfA,product=hydrogenase 4 component A
U00096.3,2602365,2602905,NA_peak_654,1.25436,7.88341,6.04067,429,2601818,2603836,gene=hyfB,product=hydrogenase 4 component B
U00096.3,2603401,2603550,NA_peak_655,1.20583,5.45401,3.96863,114,2601818,2603836,gene=hyfB,product=hydrogenase 4 component B
U00096.3,2605700,2605947,NA_peak_656,1.22765,7.04008,5.31261,205,2604811,2606250,gene=hyfD,product=hydrogenase 4 component D
U00096.3,2607966,2608501,NA_peak_657,1.51977,32.1296,29.3618,331,2606917,2608497,gene=hyfF,product=hydrogenase 4 component F
U00096.3,2607966,2608501,NA_peak_657,1.51977,32.1296,29.3618,331,2608487,2610154,gene=hyfG,product=hydrogenase 4 catalytic subunit HyfG
U00096.3,2608810,2609042,NA_peak_658,1.17102,4.34502,3.04273,23,2608487,2610154,gene=hyfG,product=hydrogenase 4 catalytic subunit HyfG
U00096.3,2609853,2610009,NA_peak_659,1.22669,6.76071,5.07407,101,2608487,2610154,gene=hyfG,product=hydrogenase 4 catalytic subunit HyfG
U00096.3,2616488,2616647,NA_peak_660,1.23948,7.10081,5.36503,53,2616094,2617557,gene=bepA,product=beta-barrel assembly-enhancing protease
U00096.3,2617000,2617513,NA_peak_661,1.81303,62.3472,59.4025,259,2616094,2617557,gene=bepA,product=beta-barrel assembly-enhancing protease
U00096.3,2625990,2626159,NA_peak_662,1.2924,9.47406,7.44508,99,2625115,2626656,gene=ppx,product=exopolyphosphatase
U00096.3,2631115,2631480,NA_peak_663,1.17184,4.45413,3.1331,282,2630958,2632535,gene=guaA,product=GMP synthetase
U00096.3,2634748,2635390,NA_peak_664,1.31019,11.0375,8.85383,103,2634232,2635602,gene=xseA,product=exodeoxyribonuclease VII subunit XseA
U00096.3,2636135,2636348,NA_peak_665,1.40956,18.9248,16.3154,121,2635884,2637356,gene=der,product=50S ribosomal subunit stability factor
U00096.3,2637872,2638193,NA_peak_666,1.30687,11.2156,9.01649,123,2637474,2638652,gene=bamB,product=outer membrane protein assembly factor BamB
U00096.3,2640079,2640251,NA_peak_667,1.13222,3.03933,1.96376,156,2639301,2640575,gene=hisS,product=histidine--tRNA ligase
U00096.3,2641547,2641696,NA_peak_668,1.22767,7.14271,5.40044,72,2640686,2641804,gene=ispG,product=(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
U00096.3,2642090,2642364,NA_peak_669,1.34123,13.5326,11.1673,80,2641831,2642844,gene=rodZ,product=cytoskeleton protein RodZ
U00096.3,2645671,2645856,NA_peak_670,1.14497,3.38726,2.24995,117,2645013,2647325,gene=pbpC,product=peptidoglycan glycosyltransferase PbpC
U00096.3,2646627,2646899,NA_peak_671,1.18019,4.47211,3.14739,239,2645013,2647325,gene=pbpC,product=peptidoglycan glycosyltransferase PbpC
U00096.3,2647210,2647636,NA_peak_672,1.26004,8.43433,6.52312,190,2645013,2647325,gene=pbpC,product=peptidoglycan glycosyltransferase PbpC
U00096.3,2647210,2647636,NA_peak_672,1.26004,8.43433,6.52312,190,2647326,2652287,gene=yfhM,product=alpha2-macroglobulin
U00096.3,2648193,2648354,NA_peak_673,1.20676,6.03234,4.45672,26,2647326,2652287,gene=yfhM,product=alpha2-macroglobulin
U00096.3,2649223,2649464,NA_peak_674,1.31593,12.109,9.83858,121,2647326,2652287,gene=yfhM,product=alpha2-macroglobulin
U00096.3,2650326,2650505,NA_peak_675,1.32307,12.1406,9.86784,72,2647326,2652287,gene=yfhM,product=alpha2-macroglobulin
U00096.3,2655157,2655393,NA_peak_676,1.23951,7.33536,5.56518,137,2655075,2656358,gene=pepB,product=aminopeptidase B
U00096.3,2655873,2656048,NA_peak_677,1.20099,5.51851,4.0236,122,2655075,2656358,gene=pepB,product=aminopeptidase B
U00096.3,2657384,2657619,NA_peak_678,1.23875,7.57946,5.77596,102,2657085,2658935,gene=hscA,product=iron-sulfur cluster biosynthesis chaperone HscA
U00096.3,2660522,2660843,NA_peak_679,1.17606,4.65048,3.29606,287,2660317,2661531,gene=iscS,product=cysteine desulfurase IscS
U00096.3,2662940,2663158,NA_peak_680,1.13991,3.34465,2.21515,135,2662583,2663323,gene=trmJ,product=tRNA Cm32/Um32 methyltransferase
U00096.3,2663779,2664029,NA_peak_681,1.38796,15.8273,13.3291,129,2663442,2664245,gene=suhB,product=Nus factor SuhB
U00096.3,2666817,2666995,NA_peak_682,1.14787,3.44723,2.29884,67,2666707,2667846,gene=hcaT,product=putative 3-phenylpropionate transporter
U00096.3,2667269,2667433,NA_peak_683,1.1986,5.37375,3.90139,80,2666707,2667846,gene=hcaT,product=putative 3-phenylpropionate transporter
U00096.3,2676253,2676406,NA_peak_684,1.18256,4.54028,3.20358,90,2675827,2676825,gene=yphD,product=putative ABC transporter membrane subunit YphD
U00096.3,2677067,2677256,NA_peak_685,1.23308,7.0744,5.3423,116,2676850,2678361,gene=yphE,product=putative ABC transporter ATP-binding protein YphE
U00096.3,2678146,2678344,NA_peak_686,1.14346,3.26887,2.15288,21,2676850,2678361,gene=yphE,product=putative ABC transporter ATP-binding protein YphE
U00096.3,2680610,2681135,NA_peak_687,1.27488,9.7226,7.66674,153,2679464,2682745,gene=yphG,product=DUF5107 domain-containing protein YphG
U00096.3,2681258,2681543,NA_peak_688,1.22292,6.5362,4.88354,59,2679464,2682745,gene=yphG,product=DUF5107 domain-containing protein YphG
U00096.3,2682107,2682352,NA_peak_689,1.1973,5.04998,3.63003,180,2679464,2682745,gene=yphG,product=DUF5107 domain-containing protein YphG
U00096.3,2687652,2687849,NA_peak_690,1.20212,5.37388,3.90149,132,2687469,2688803,gene=glrR,product=DNA-binding transcriptional activator GlrR
U00096.3,2690640,2690993,NA_peak_691,1.2936,10.679,8.5281,270,2689671,2691098,gene=glrK,product=histidine kinase GlrK
U00096.3,2692715,2693288,NA_peak_692,1.34454,15.6436,13.1542,202,2691656,2695543,gene=purL,product=phosphoribosylformylglycinamide synthetase
U00096.3,2693372,2693725,NA_peak_693,1.27841,10.37,8.24841,176,2691656,2695543,gene=purL,product=phosphoribosylformylglycinamide synthetase
U00096.3,2695104,2695261,NA_peak_694,1.16296,3.71117,2.51697,52,2691656,2695543,gene=purL,product=phosphoribosylformylglycinamide synthetase
U00096.3,2696663,2696881,NA_peak_695,1.27581,8.81892,6.86174,181,2695801,2697357,gene=mltF,product=membrane-bound lytic murein transglycosylase F
U00096.3,2697531,2697765,NA_peak_696,1.2343,6.61101,4.94709,127,2697354,2697857,gene=tadA,product=tRNA adenosine(34) deaminase
U00096.3,2701081,2701605,NA_peak_697,1.17257,4.53274,3.1986,186,2700998,2701729,gene=pdxJ,product=pyridoxine 5'-phosphate synthase
U00096.3,2706539,2706750,NA_peak_698,1.31369,11.4225,9.20611,135,2705325,2707124,gene=lepA,product=30S ribosomal subunit biogenesis factor LepA
U00096.3,2707663,2707927,NA_peak_699,1.17968,4.55174,3.21328,205,2707322,2707801,gene=rseC,product=protein RseC
U00096.3,2707663,2707927,NA_peak_699,1.17968,4.55174,3.21328,205,2707798,2708754,gene=rseB,product=anti-sigma factor stabilizing protein RseB
U00096.3,2712966,2713182,NA_peak_700,1.25167,7.49572,5.70341,131,2712896,2714230,gene=srmB,product=ATP-dependent RNA helicase SrmB
U00096.3,2713752,2713991,NA_peak_701,1.25056,7.98382,6.12798,51,2712896,2714230,gene=srmB,product=ATP-dependent RNA helicase SrmB
U00096.3,2717847,2718035,NA_peak_702,1.18361,4.75845,3.38671,109,2717491,2718528,gene=yfiF,product=putative methyltransferase YfiF
U00096.3,2722888,2723084,NA_peak_703,1.2928,10.2822,8.16979,100,2722727,2724082,gene=pssA,product=phosphatidylserine synthase
U00096.3,2726431,2726842,NA_peak_704,1.27023,10.9127,8.74008,335,2725925,2725987,gene=yfiS,product=protein YfiS
U00096.3,2727738,2728221,NA_peak_705,1.22994,8.29718,6.4023,297,2725925,2725987,gene=yfiS,product=protein YfiS
U00096.3,2729801,2730048,NA_peak_706,1.18427,5.73279,4.20397,131,2731600,2734173,gene=clpB,product=chaperone protein ClpB
U00096.3,2729801,2730048,NA_peak_706,1.18427,5.73279,4.20397,131,2731600,2733729,gene=clpB,product=ClpB80
U00096.3,2734640,2734796,NA_peak_707,1.27526,8.86405,6.90184,88,2734303,2735034,gene=yfiH,product=purine nucleoside phosphorylase YfiH
U00096.3,2746901,2747172,NA_peak_708,1.238,7.62807,5.81826,102,2746434,2747795,gene=ffh,product=signal recognition particle protein component
U00096.3,2789263,2789497,NA_peak_709,1.16668,3.96333,2.72613,99,2788985,2789962,gene=glaH,product=glutarate dioxygenase GlaH
U00096.3,2790044,2790411,NA_peak_710,1.19885,6.18939,4.58948,232,2789982,2791250,gene=lhgD,product=L-2-hydroxyglutarate dehydrogenase
U00096.3,2790684,2790851,NA_peak_711,1.17337,4.48999,3.16261,34,2789982,2791250,gene=lhgD,product=L-2-hydroxyglutarate dehydrogenase
U00096.3,2792032,2792304,NA_peak_712,1.14923,3.96473,2.72736,68,2791273,2792721,gene=gabD,product=succinate-semialdehyde dehydrogenase (NADP(+)) GabD
U00096.3,2793022,2793174,NA_peak_713,1.15204,3.90867,2.68113,140,2792735,2794015,gene=gabT,product=4-aminobutyrate aminotransferase GabT
U00096.3,2793321,2793637,NA_peak_714,1.28883,11.4804,9.25931,151,2792735,2794015,gene=gabT,product=4-aminobutyrate aminotransferase GabT
U00096.3,2795838,2796128,NA_peak_715,1.26622,8.4216,6.51191,185,2795674,2796336,gene=glaR,product=DNA-binding transcriptional repressor GlaR
U00096.3,2800238,2800388,NA_peak_716,1.25563,7.52515,5.72847,103,2800146,2800475,gene=ygaM,product=DUF883 domain-containing protein YgaM
U00096.3,2800874,2801187,NA_peak_717,1.19888,5.67154,4.15213,105,2800723,2800968,gene=nrdH,product=glutaredoxin-like protein NrdH
U00096.3,2800874,2801187,NA_peak_717,1.19888,5.67154,4.15213,105,2800965,2801375,gene=nrdI,product=dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
U00096.3,2806943,2807103,NA_peak_718,1.16516,4.20885,2.92986,65,2806010,2807074,gene=proW,product=glycine betaine ABC transporter membrane subunit ProW
U00096.3,2809849,2810008,NA_peak_719,1.18711,4.6584,3.3028,58,2809617,2810354,gene=ygaZ,product=L-valine exporter%2C YgaZ component
U00096.3,2810393,2810551,NA_peak_720,1.11228,2.33569,1.38962,58,2810344,2810679,gene=ygaH,product=L-valine exporter%2C YgaH component
U00096.3,2811820,2812108,NA_peak_721,1.34839,14.2486,11.838,128,2811427,2812599,gene=emrA,product=multidrug efflux pump membrane fusion protein EmrA
U00096.3,2815299,2815472,NA_peak_722,1.1237,2.76375,1.739,16,2814883,2816439,gene=gshA,product=glutamate--cysteine ligase
U00096.3,2816920,2817068,NA_peak_723,1.20609,5.76887,4.23481,114,2816512,2816940,gene=yqaA,product=DedA family protein YqaA
U00096.3,2816920,2817068,NA_peak_723,1.20609,5.76887,4.23481,114,2816937,2817503,gene=yqaB,product=fructose-1-phosphate phosphatase YqaB
U00096.3,2817143,2817296,NA_peak_724,1.13388,3.02942,1.9562,19,2816937,2817503,gene=yqaB,product=fructose-1-phosphate phosphatase YqaB
U00096.3,2820117,2820454,NA_peak_725,1.16515,4.3502,3.04719,218,2819381,2822011,gene=alaS,product=alanine--tRNA ligase/DNA-binding transcriptional repressor
